time;PV Erzeugung [W];PV Erzeugung [kW];G(i);H_sun;T2m;WS10m;Int
20211012:0710;10,29;0,01029;23,64;11,37;9,52;3,45;0
20211012:0810;53,26;0,05326;78,21;19,24;9,89;3,31;0
20211012:0910;50,15;0,05015;74,57;25,64;10,12;3,31;0
20211012:1010;39,51;0,03951;61,84;29,98;10,76;4,76;0
20211012:1110;0;0;0;0;10,52;4,41;0
20211012:1210;24,97;0,02497;43,65;30,63;10,71;4,07;0
20211012:1310;352,59;0,35259;418,63;26,85;10,9;3,72;0
20211012:1410;82,85;0,08285;113,45;20,87;11,41;2,97;0
20211012:1510;149,76;0,14976;191,04;13,29;11,2;3,72;0
20211012:1610;13,71;0,01371;29,75;4,65;10,91;3,59;0
20211012:1710;0;0;0;0;9,98;3,24;0
20211012:1810;0;0;0;0;9,6;3,17;0
20211012:1910;0;0;0;0;8,5;2,62;0
20211012:2010;0;0;0;0;7,73;2,41;0
20211012:2110;0;0;0;0;7,22;2,34;0
20211012:2210;0;0;0;0;6,98;2,34;0
20211012:2310;0;0;0;0;6,93;2,14;0
20211013:0010;0;0;0;0;6,55;2,28;0
20211013:0110;0;0;0;0;6,13;2,34;0
20211013:0210;0;0;0;0;6,07;2,28;0
20211013:0310;0;0;0;0;6,29;2,07;0
20211013:0410;0;0;0;0;6,09;1,93;0
20211013:0510;0;0;0;0;5,89;1,93;0
20211013:0610;0;0;3,64;2,29;5,87;1,79;0
20211013:0710;151,64;0,15164;190,38;11,09;6,58;2,14;0
20211013:0810;264,8;0,2648;315,04;18,94;7,79;2,48;0
20211013:0910;362,22;0,36222;427,29;25,31;8,59;2,62;0
20211013:1010;465,55;0,46555;552,81;29,63;9,71;2,55;0
20211013:1110;247,4;0,2474;299,27;31,36;10,12;2,9;0
20211013:1210;43,19;0,04319;66,38;30,25;10,78;2,97;0
20211013:1310;320,45;0,32045;383,62;26,48;11,34;3,03;0
20211013:1410;106,26;0,10626;140,26;20,51;11,38;3,03;0
20211013:1510;165,07;0,16507;209,23;12,94;11,27;2,97;0
20211013:1610;17,81;0,01781;36,68;4,32;10,86;2,69;0
20211013:1710;0;0;0;0;10,17;2,28;0
20211013:1810;0;0;0;0;9,31;2,14;0
20211013:1910;0;0;0;0;9,58;1,93;0
20211013:2010;0;0;0;0;9,43;2;0
20211013:2110;0;0;0;0;9,32;2;0
20211013:2210;0;0;0;0;9,45;2,07;0
20211013:2310;0;0;0;0;9,47;2,28;0
20211014:0010;0;0;0;0;9,51;2,48;0
20211014:0110;0;0;0;0;9,57;2,76;0
20211014:0210;0;0;0;0;9,66;2,76;0
20211014:0310;0;0;0;0;9,65;2,69;0
20211014:0410;0;0;0;0;9,63;2,62;0
20211014:0510;0;0;0;0;9,82;2,62;0
20211014:0610;0;0;0,91;2,03;9,97;2,69;0
20211014:0710;26,44;0,02644;45,47;10,82;10,14;2,55;0
20211014:0810;53,08;0,05308;78,21;18,64;10,43;2,69;0
20211014:0910;36,5;0,0365;58,2;24,99;10,78;2,76;0
20211014:1010;90,81;0,09081;122,77;29,27;11,24;2,69;0
20211014:1110;122,22;0,12222;159,45;30,98;12;2,69;0
20211014:1210;60,77;0,06077;88,21;29,87;13,01;3,1;0
20211014:1310;157,8;0,1578;201,09;26,11;14;3,24;0
20211014:1410;89,48;0,08948;122,66;20,15;14,77;3,66;0
20211014:1510;13,12;0,01312;28,19;12,6;14,52;2,76;0
20211014:1610;0;0;3,64;3,99;13,88;2,55;0
20211014:1710;0;0;0;0;13,1;2,48;0
20211014:1810;0;0;0;0;12,68;2,55;0
20211014:1910;0;0;0;0;12,04;2,41;0
20211014:2010;0;0;0;0;11,86;2,62;0
20211014:2110;0;0;0;0;11,37;2,83;0
20211014:2210;0;0;0;0;11,01;2,9;0
20211014:2310;0;0;0;0;10,32;2,76;0
20211015:0010;0;0;0;0;9,88;2,76;0
20211015:0110;0;0;0;0;9,48;2,83;0
20211015:0210;0;0;0;0;9,47;2,97;0
20211015:0310;0;0;0;0;9,44;3,03;0
20211015:0410;0;0;0;0;9,48;3,1;0
20211015:0510;0;0;0;0;9,6;3,17;0
20211015:0610;0;0;2,73;1,77;9,6;3,17;0
20211015:0710;23,57;0,02357;41,83;10,54;10,57;3,31;0
20211015:0810;67,99;0,06799;96,1;18,34;11,42;3,24;0
20211015:0910;102,4;0,1024;136,4;24,66;12,19;3,52;0
20211015:1010;37,68;0,03768;60,02;28,92;12,49;4;0
20211015:1110;49,65;0,04965;74,57;30,61;12,27;4;0
20211015:1210;57,3;0,0573;83,66;29,5;11,93;3,45;0
20211015:1310;155,11;0,15511;196,44;25,74;11,91;2,76;0
20211015:1410;260,8;0,2608;316,86;19,8;12;2,34;0
20211015:1510;263,36;0,26336;327,1;12,26;12,01;2,21;0
20211015:1610;23,6;0,0236;47,1;3,66;11,61;2,07;0
20211015:1710;0;0;0;0;10,51;1,86;0
20211015:1810;0;0;0;0;9,53;1,79;0
20211015:1910;0;0;0;0;8,7;1,52;0
20211015:2010;0;0;0;0;8,25;1,17;0
20211015:2110;0;0;0;0;8,16;1,03;0
20211015:2210;0;0;0;0;7,7;1,03;0
20211015:2310;0;0;0;0;7,06;1,1;0
20211016:0010;0;0;0;0;7,37;0,83;0
20211016:0110;0;0;0;0;7,34;0,55;0
20211016:0210;0;0;0;0;7,08;0,28;0
20211016:0310;0;0;0;0;6,82;0,28;0
20211016:0410;0;0;0;0;6,54;0,28;0
20211016:0510;0;0;0;0;6,21;0,28;0
20211016:0610;0;0;0,91;1,51;5,71;0,34;0
20211016:0710;68,83;0,06883;95,58;10,26;5,8;0,83;0
20211016:0810;124,91;0,12491;158,56;18,04;6,4;1,03;0
20211016:0910;98,32;0,09832;129,6;24,33;7,25;1,1;0
20211016:1010;160,23;0,16023;200,46;28,57;8,3;1,03;0
20211016:1110;541,7;0,5417;659,07;30,24;9,15;0,76;0
20211016:1210;690,24;0,69024;871,73;29,13;10,22;0,41;0
20211016:1310;575,43;0,57543;720,35;25,37;11,08;0;0
20211016:1410;442,97;0,44297;543,16;19,45;11,34;0,28;0
20211016:1510;118,75;0,11875;156,7;11,93;11,34;0,62;0
20211016:1610;6,33;0,00633;18,53;3,33;10,83;0,9;0
20211016:1710;0;0;0;0;10,02;1,17;0
20211016:1810;0;0;0;0;9,32;1,17;0
20211016:1910;0;0;0;0;8,01;0,97;0
20211016:2010;0;0;0;0;7,34;1,17;0
20211016:2110;0;0;0;0;6,56;1,31;0
20211016:2210;0;0;0;0;5,76;1,45;0
20211016:2310;0;0;0;0;5,69;1,38;0
20211017:0010;0;0;0;0;5,7;1,31;0
20211017:0110;0;0;0;0;5,64;1,31;0
20211017:0210;0;0;0;0;5,42;1,38;0
20211017:0310;0;0;0;0;5,48;1,31;0
20211017:0410;0;0;0;0;5,51;1,17;0
20211017:0510;0;0;0;0;5,3;1,17;0
20211017:0610;0;0;0;0;5,07;1,24;0
20211017:0710;187,7;0,1877;232,24;9,98;6,21;1,24;0
20211017:0810;435,42;0,43542;522,22;17,74;8,65;0,83;0
20211017:0910;506,32;0,50632;611,72;24,01;10,37;1,24;0
20211017:1010;602,36;0,60236;740,4;28,22;11,46;1,31;0
20211017:1110;442,37;0,44237;536,02;29,88;12,65;1,79;0
20211017:1210;569,63;0,56963;700,4;28,76;13,07;1,59;0
20211017:1310;408,58;0,40858;496,84;25,01;13,27;1,45;0
20211017:1410;254,24;0,25424;312,69;19,1;13,2;1,24;0
20211017:1510;135,44;0,13544;177,57;11,59;12,94;0,76;0
20211017:1610;3,3;0,0033;12,7;3,01;12,56;0,21;0
20211017:1710;0;0;0;0;10,56;1,31;0
20211017:1810;0;0;0;0;9,37;1,86;0
20211017:1910;0;0;0;0;8,01;2,07;0
20211017:2010;0;0;0;0;8,11;1,86;0
20211017:2110;0;0;0;0;8,17;2;0
20211017:2210;0;0;0;0;7,8;2,07;0
20211017:2310;0;0;0;0;7,2;2,14;0
20211018:0010;0;0;0;0;6,67;1,93;0
20211018:0110;0;0;0;0;6,03;1,59;0
20211018:0210;0;0;0;0;6,5;1,72;0
20211018:0310;0;0;0;0;6,42;2;0
20211018:0410;0;0;0;0;6,15;2,34;0
20211018:0510;0;0;0;0;6,11;2,34;0
20211018:0610;0;0;0;0;6,51;2,48;0
20211018:0710;198,18;0,19818;243,68;9,7;6,83;2,9;0
20211018:0810;356,38;0,35638;418,63;17,44;8,01;2,97;0
20211018:0910;434,38;0,43438;510,75;23,68;9,51;3,45;0
20211018:1010;619,62;0,61962;738,02;27,87;10,78;3,86;0
20211018:1110;409,08;0,40908;486,58;29,51;12,06;4;0
20211018:1210;670,4;0,6704;809,89;28,39;13,05;4,07;0
20211018:1310;403,19;0,40319;482,56;24,65;13,83;4,14;0
20211018:1410;119,5;0,1195;156,81;18,76;14,19;3,72;0
20211018:1510;41,7;0,0417;65,41;11,26;13,83;3,38;0
20211018:1610;3,29;0,00329;12,7;2,69;13,05;3,31;0
20211018:1710;0;0;0;0;12,1;3,17;0
20211018:1810;0;0;0;0;11,39;3,03;0
20211018:1910;0;0;0;0;10,38;3,45;0
20211018:2010;0;0;0;0;10,14;3,72;0
20211018:2110;0;0;0;0;10,4;3,38;0
20211018:2210;0;0;0;0;10,83;2,76;0
20211018:2310;0;0;0;0;11,16;3,17;0
20211019:0010;0;0;0;0;11,7;3,24;0
20211019:0110;0;0;0;0;11,94;3,17;0
20211019:0210;0;0;0;0;12,32;3,24;0
20211019:0310;0;0;0;0;12,51;3,31;0
20211019:0410;0;0;0;0;12,58;3,24;0
20211019:0510;0;0;0;0;12,8;3,31;0
20211019:0610;0;0;0;0;13,13;3,31;0
20211019:0710;11,37;0,01137;25,46;9,43;12,42;3,24;0
20211019:0810;44,96;0,04496;69,11;17,14;12,92;3,1;0
20211019:0910;29,52;0,02952;50,02;23,36;13,55;3,03;0
20211019:1010;71,71;0,07171;101,85;27,52;14,55;2,97;0
20211019:1110;29,91;0,02991;50,93;29,15;15,66;3,1;0
20211019:1210;82,19;0,08219;115,49;28,02;17,12;3,03;0
20211019:1310;36,62;0,03662;60,02;24,29;17,98;3,24;0
20211019:1410;35,87;0,03587;59,11;18,41;18,22;3,45;0
20211019:1510;36,5;0,0365;60,04;10,94;18,41;3,24;0
20211019:1610;1,09;0,00109;8,47;2,38;17,84;3,17;0
20211019:1710;0;0;0;0;16,59;2,97;0
20211019:1810;0;0;0;0;15,67;3,1;0
20211019:1910;0;0;0;0;14,65;3,38;0
20211019:2010;0;0;0;0;14,45;3,86;0
20211019:2110;0;0;0;0;14,5;4,14;0
20211019:2210;0;0;0;0;14,51;4,14;0
20211019:2310;0;0;0;0;14,37;4,21;0
20211020:0010;0;0;0;0;14,42;4,21;0
20211020:0110;0;0;0;0;14,67;4,28;0
20211020:0210;0;0;0;0;14,81;4,21;0
20211020:0310;0;0;0;0;14,85;4,14;0
20211020:0410;0;0;0;0;14,67;4,07;0
20211020:0510;0;0;0;0;14,74;4,28;0
20211020:0610;0;0;0;0;14,72;4,69;0
20211020:0710;31,63;0,03163;53,05;9,15;15,05;4,55;0
20211020:0810;43,65;0,04365;68,2;16,84;15,77;4,97;0
20211020:0910;30,6;0,0306;51,83;23,03;15,98;5,45;0
20211020:1010;58,23;0,05823;86,39;27,17;16,94;5,66;0
20211020:1110;24,08;0,02408;43,65;28,79;17,81;5,79;0
20211020:1210;79,87;0,07987;112,76;27,66;17,94;6,41;0
20211020:1310;14,8;0,0148;30,92;23,94;17,79;6,34;0
20211020:1410;28,16;0,02816;49,11;18,08;18,29;6,48;0
20211020:1510;39,58;0,03958;63,95;10,61;18,54;6;0
20211020:1610;0;0;5,08;2,07;18,05;5,45;0
20211020:1710;0;0;0;0;17,78;5,24;0
20211020:1810;0;0;0;0;17,37;5,17;0
20211020:1910;0;0;0;0;15,65;4,97;0
20211020:2010;0;0;0;0;15,26;4,69;0
20211020:2110;0;0;0;0;15,21;4,83;0
20211020:2210;0;0;0;0;15,2;5,03;0
20211020:2310;0;0;0;0;15,01;5,79;0
20211021:0010;0;0;0;0;15,32;7,38;0
20211021:0110;0;0;0;0;15,47;8,41;0
20211021:0210;0;0;0;0;13,66;8,07;0
20211021:0310;0;0;0;0;12,27;8,07;0
20211021:0410;0;0;0;0;11,5;8,69;0
20211021:0510;0;0;0;0;10,94;9,45;0
20211021:0610;0;0;0;0;10,72;8,83;0
20211021:0710;1,47;0,00147;9,09;8,87;10,06;11,17;0
20211021:0810;107,34;0,10734;139,47;16,54;9,91;9,31;0
20211021:0910;518,7;0,5187;600,16;22,71;10,38;8,07;0
20211021:1010;42,45;0,04245;65,48;26,83;11,34;8,55;0
20211021:1110;446,43;0,44643;523,1;28,43;12,07;7,52;0
20211021:1210;29,06;0,02906;49,11;27,3;12,25;7,03;0
20211021:1310;40,23;0,04023;62,75;23,59;11,2;8,48;0
20211021:1410;23,67;0,02367;41,83;17,74;10,09;7,59;0
20211021:1510;20,25;0,02025;37,28;10,3;9,37;6,34;0
20211021:1610;0,11;0,00011;5,93;1,76;9,12;5,03;0
20211021:1710;0;0;0;0;8,38;5,1;0
20211021:1810;0;0;0;0;7,72;4,21;0
20211021:1910;0;0;0;0;7,16;3,03;0
20211021:2010;0;0;0;0;6,76;3,24;0
20211021:2110;0;0;0;0;6,57;3,45;0
20211021:2210;0;0;0;0;6,47;3,59;0
20211021:2310;0;0;0;0;6,36;3,52;0
20211022:0010;0;0;0;0;5,99;3,31;0
20211022:0110;0;0;0;0;5,81;3,31;0
20211022:0210;0;0;0;0;5,69;3,45;0
20211022:0310;0;0;0;0;5,52;3,86;0
20211022:0410;0;0;0;0;5,63;4,21;0
20211022:0510;0;0;0;0;5,58;4,41;0
20211022:0610;0;0;0;0;5,51;4,69;0
20211022:0710;198,74;0,19874;242,62;8,59;5,89;4,83;0
20211022:0810;422,89;0,42289;488,6;16,24;6,83;4,83;0
20211022:0910;235,21;0,23521;280,01;22,39;8,31;5,45;0
20211022:1010;214,26;0,21426;258,41;26,49;9,45;6,41;0
20211022:1110;257,64;0,25764;307,02;28,08;10,42;8;0
20211022:1210;180,54;0,18054;222,38;26,94;10,9;7,93;0
20211022:1310;44,78;0,04478;68,2;23,25;10,81;6,48;0
20211022:1410;32,19;0,03219;52,74;17,41;10,58;5,72;0
20211022:1510;19,47;0,01947;36,38;9,98;10,25;6;0
20211022:1610;0;0;0,85;1,46;9,8;5,38;0
20211022:1710;0;0;0;0;9,41;4,83;0
20211022:1810;0;0;0;0;8,98;4,14;0
20211022:1910;0;0;0;0;8,99;3,66;0
20211022:2010;0;0;0;0;8,54;3,03;0
20211022:2110;0;0;0;0;7,87;2,62;0
20211022:2210;0;0;0;0;7,26;2,28;0
20211022:2310;0;0;0;0;6,54;2,21;0
20211023:0010;0;0;0;0;6,31;2,21;0
20211023:0110;0;0;0;0;6,15;2,14;0
20211023:0210;0;0;0;0;6,07;2;0
20211023:0310;0;0;0;0;6,09;1,86;0
20211023:0410;0;0;0;0;5,83;1,66;0
20211023:0510;0;0;0;0;5,31;1,24;0
20211023:0610;0;0;0;0;4,47;1,45;0
20211023:0710;51,34;0,05134;75,26;8,32;6,16;1,52;0
20211023:0810;194,7;0,1947;237,19;15,95;8,25;1,86;0
20211023:0910;200,21;0,20021;244,25;22,07;9,11;2,21;0
20211023:1010;91,9;0,0919;123,68;26,15;10,14;1,66;0
20211023:1110;124,3;0,1243;161,6;27,72;10,79;0,83;0
20211023:1210;58,69;0,05869;85,48;26,59;11,47;0,41;0
20211023:1310;38,44;0,03844;60,93;22,9;11,67;0,55;0
20211023:1410;61,55;0,06155;88,91;17,08;11,78;0,69;0
20211023:1510;112,93;0,11293;150,6;9,67;11,59;0,69;0
20211023:1610;0;0;0;0;10,74;1,52;0
20211023:1710;0;0;0;0;9,35;2,21;0
20211023:1810;0;0;0;0;8,26;2,48;0
20211023:1910;0;0;0;0;7,5;2,28;0
20211023:2010;0;0;0;0;6,77;2,34;0
20211023:2110;0;0;0;0;6,27;2,41;0
20211023:2210;0;0;0;0;5,88;2,34;0
20211023:2310;0;0;0;0;5,58;2,48;0
20211024:0010;0;0;0;0;5,46;2,62;0
20211024:0110;0;0;0;0;5,29;2,55;0
20211024:0210;0;0;0;0;5,01;2,48;0
20211024:0310;0;0;0;0;4,67;2,62;0
20211024:0410;0;0;0;0;4,52;2,83;0
20211024:0510;0;0;0;0;4,48;2,97;0
20211024:0610;0;0;0;0;4,39;2,97;0
20211024:0710;195,98;0,19598;238,99;8,04;4,69;3,72;0
20211024:0810;440,51;0,44051;510,45;15,65;6,14;3,59;0
20211024:0910;587;0,587;683,9;21,75;7,94;4,48;0
20211024:1010;679,26;0,67926;801,66;25,81;9,51;4,83;0
20211024:1110;708,12;0,70812;844,67;27,37;10,88;4,76;0
20211024:1210;691,23;0,69123;829,17;26,24;11,98;4,48;0
20211024:1310;577;0,577;690,5;22,56;12,75;4;0
20211024:1410;425,76;0,42576;510,45;16,76;13,05;3,52;0
20211024:1510;193,17;0,19317;245,11;9,36;12,58;3,03;0
20211024:1610;0;0;0;0;11,12;3,31;0
20211024:1710;0;0;0;0;9,75;3,45;0
20211024:1810;0;0;0;0;8,91;3,38;0
20211024:1910;0;0;0;0;8,04;3,45;0
20211024:2010;0;0;0;0;7,53;3,31;0
20211024:2110;0;0;0;0;7,14;3,03;0
20211024:2210;0;0;0;0;6,72;2,76;0
20211024:2310;0;0;0;0;6,27;2,62;0
20211025:0010;0;0;0;0;5,85;2,48;0
20211025:0110;0;0;0;0;5,47;2,41;0
20211025:0210;0;0;0;0;5,12;2,41;0
20211025:0310;0;0;0;0;4,85;2,48;0
20211025:0410;0;0;0;0;4,66;2,55;0
20211025:0510;0;0;0;0;4,56;2,62;0
20211025:0610;0;0;0;0;4,54;2,69;0
20211025:0710;190,53;0,19053;233,92;7,76;5,11;2,83;0
20211025:0810;413;0,413;483,08;15,35;7,04;2,69;0
20211025:0910;550,29;0,55029;652,27;21,43;9,54;2,9;0
20211025:1010;659,79;0,65979;799,2;25,47;11,76;2,97;0
20211025:1110;583,6;0,5836;707,96;27,03;13,4;2,97;0
20211025:1210;434,92;0,43492;525,1;25,9;14,16;2,9;0
20211025:1310;281,22;0,28122;343,32;22,23;14,68;2,76;0
20211025:1410;107,56;0,10756;143,44;16,44;14,27;1,93;0
20211025:1510;30,84;0,03084;51,91;9,06;13,86;1,93;0
20211025:1610;0;0;0;0;12,9;2,07;0
20211025:1710;0;0;0;0;12,18;2,14;0
20211025:1810;0;0;0;0;11,69;2,28;0
20211025:1910;0;0;0;0;10,86;2,62;0
20211025:2010;0;0;0;0;10,8;2,55;0
20211025:2110;0;0;0;0;10,39;2,62;0
20211025:2210;0;0;0;0;10,16;2,55;0
20211025:2310;0;0;0;0;9,88;2,41;0
20211026:0010;0;0;0;0;9,35;2,41;0
20211026:0110;0;0;0;0;9,38;2,34;0
20211026:0210;0;0;0;0;9,2;2,41;0
20211026:0310;0;0;0;0;9,19;2,41;0
20211026:0410;0;0;0;0;9,33;2,34;0
20211026:0510;0;0;0;0;9,33;2,41;0
20211026:0610;0;0;0;0;9,62;2,55;0
20211026:0710;96,65;0,09665;129,47;7,49;8,79;2,28;0
20211026:0810;101,17;0,10117;133,23;15,06;9,74;2,28;0
20211026:0910;500,65;0,50065;595,95;21,12;11,12;2,9;0
20211026:1010;286,51;0,28651;345,42;25,14;12,27;3,1;0
20211026:1110;457,24;0,45724;549,75;26,68;13,4;3,03;0
20211026:1210;342,06;0,34206;412,84;25,55;14,13;3,31;0
20211026:1310;201,69;0,20169;250,23;21,9;14,51;4,41;0
20211026:1410;241,23;0,24123;295,53;16,13;14,24;3,79;0
20211026:1510;59,81;0,05981;87,9;8,76;13,71;3,59;0
20211026:1610;0;0;0;0;13,02;3,24;0
20211026:1710;0;0;0;0;12,65;3,1;0
20211026:1810;0;0;0;0;12,33;3,1;0
20211026:1910;0;0;0;0;11,68;2,97;0
20211026:2010;0;0;0;0;11,72;2,97;0
20211026:2110;0;0;0;0;11,66;2,97;0
20211026:2210;0;0;0;0;11,82;3,03;0
20211026:2310;0;0;0;0;12,04;3,17;0
20211027:0010;0;0;0;0;12,2;3,17;0
20211027:0110;0;0;0;0;12;3,03;0
20211027:0210;0;0;0;0;12;2,76;0
20211027:0310;0;0;0;0;11,51;2,48;0
20211027:0410;0;0;0;0;11,38;2,21;0
20211027:0510;0;0;0;0;11,15;2,21;0
20211027:0610;0;0;0;0;10,8;2,41;0
20211027:0710;47,86;0,04786;72,62;7,22;11,17;2,41;0
20211027:0810;189,19;0,18919;234,32;14,77;12,08;2,41;0
20211027:0910;61,51;0,06151;89,12;20,8;13,14;3,31;0
20211027:1010;52,94;0,05294;79,12;24,81;14,13;4,07;0
20211027:1110;130,33;0,13033;170,19;26,34;15,02;4;0
20211027:1210;523,12;0,52312;633,77;25,21;15,52;3,72;0
20211027:1310;491,56;0,49156;594,93;21,57;15,49;3,52;0
20211027:1410;203,34;0,20334;254,09;15,81;15,49;2,97;0
20211027:1510;119,14;0,11914;160,19;8,47;15,18;2,41;0
20211027:1610;0;0;0;0;14,07;2,34;0
20211027:1710;0;0;0;0;12,68;2,69;0
20211027:1810;0;0;0;0;11,88;2,83;0
20211027:1910;0;0;0;0;11;2,48;0
20211027:2010;0;0;0;0;10,3;2,34;0
20211027:2110;0;0;0;0;9,78;2,34;0
20211027:2210;0;0;0;0;9,45;2,55;0
20211027:2310;0;0;0;0;9,29;2,69;0
20211028:0010;0;0;0;0;9,16;2,69;0
20211028:0110;0;0;0;0;9;2,83;0
20211028:0210;0;0;0;0;8,86;2,9;0
20211028:0310;0;0;0;0;8,71;2,97;0
20211028:0410;0;0;0;0;8,51;2,97;0
20211028:0510;0;0;0;0;8,25;3,03;0
20211028:0610;0;0;0;0;8,05;3,1;0
20211028:0710;125,13;0,12513;161,61;6,94;7,86;3,59;0
20211028:0810;404,16;0,40416;473,11;14,47;8,46;3,72;0
20211028:0910;543,93;0,54393;638,67;20,49;9,5;4;0
20211028:1010;664,61;0,66461;791,85;24,48;10,74;4,14;0
20211028:1110;676,18;0,67618;810,22;26;11,63;4,21;0
20211028:1210;662,5;0,6625;794,42;24,88;12,59;4,48;0
20211028:1310;552,1;0,5521;657,52;21,25;12,99;4,55;0
20211028:1410;393,89;0,39389;470,75;15,51;13,24;4,34;0
20211028:1510;154,54;0,15454;200,12;8,17;12,88;3,72;0
20211028:1610;0;0;0;0;11,77;3,79;0
20211028:1710;0;0;0;0;10,74;3,93;0
20211028:1810;0;0;0;0;10,25;4;0
20211028:1910;0;0;0;0;9,78;4,28;0
20211028:2010;0;0;0;0;9,61;4,21;0
20211028:2110;0;0;0;0;9,55;4,14;0
20211028:2210;0;0;0;0;9,52;4,28;0
20211028:2310;0;0;0;0;9,54;4,34;0
20211029:0010;0;0;0;0;9,59;4,21;0
20211029:0110;0;0;0;0;9,59;4;0
20211029:0210;0;0;0;0;9,57;3,93;0
20211029:0310;0;0;0;0;9,51;4;0
20211029:0410;0;0;0;0;9,53;4,07;0
20211029:0510;0;0;0;0;9,61;4,14;0
20211029:0610;0;0;0;0;9,76;4,28;0
20211029:0710;68;0,068;96,38;6,67;10,05;4,69;0
20211029:0810;104,38;0,10438;137,01;14,18;10,95;4,62;0
20211029:0910;523,98;0,52398;621,46;20,18;12,03;4,14;0
20211029:1010;205,55;0,20555;253,6;24,15;13,54;4,69;0
20211029:1110;451,76;0,45176;540,62;25,67;14,55;4,69;0
20211029:1210;554,99;0,55499;666,52;24,55;15,01;4,9;0
20211029:1310;233,62;0,23362;288,55;20,93;16,1;4,14;0
20211029:1410;377,97;0,37797;457,59;15,21;16,2;4,69;0
20211029:1510;137,19;0,13719;182,15;7,89;16,17;4,55;0
20211029:1610;0;0;0;0;15,14;4,14;0
20211029:1710;0;0;0;0;14,04;3,86;0
20211029:1810;0;0;0;0;13,27;3,93;0
20211029:1910;0;0;0;0;13,2;4,14;0
20211029:2010;0;0;0;0;12,99;3,86;0
20211029:2110;0;0;0;0;12,71;3,52;0
20211029:2210;0;0;0;0;12,36;3,38;0
20211029:2310;0;0;0;0;12,3;3,72;0
20211030:0010;0;0;0;0;11,9;3,79;0
20211030:0110;0;0;0;0;11,42;3,86;0
20211030:0210;0;0;0;0;11,24;4,07;0
20211030:0310;0;0;0;0;11,11;4,34;0
20211030:0410;0;0;0;0;11,47;4,55;0
20211030:0510;0;0;0;0;11,95;4,62;0
20211030:0610;0;0;0;0;12,24;4,21;0
20211030:0710;3,86;0,00386;13,64;6,4;11,54;5,17;0
20211030:0810;8,97;0,00897;21,83;13,89;11,27;5,66;0
20211030:0910;34,94;0,03494;56,38;19,87;11,62;5,79;0
20211030:1010;29,86;0,02986;50,02;23,83;11,6;5,59;0
20211030:1110;30,67;0,03067;50,93;25,34;11,03;5,66;0
20211030:1210;67,74;0,06774;95,49;24,22;10,9;5,59;0
20211030:1310;60,76;0,06076;87,3;20,61;10,95;5,66;0
20211030:1410;114,2;0,1142;148,21;14,91;11,25;5,66;0
20211030:1510;46,88;0,04688;71,56;7,61;11,67;5,66;0
20211030:1610;0;0;0;0;11,7;5,45;0
20211030:1710;0;0;0;0;11,65;5,38;0
20211030:1810;0;0;0;0;11,69;5,1;0
20211030:1910;0;0;0;0;12,18;4,48;0
20211030:2010;0;0;0;0;12,68;4,69;0
20211030:2110;0;0;0;0;13,04;4,21;0
20211030:2210;0;0;0;0;12,97;3,24;0
20211030:2310;0;0;0;0;12,61;2,21;0
20211031:0010;0;0;0;0;11,81;2,07;0
20211031:0110;0;0;0;0;11,18;2,14;0
20211031:0210;0;0;0;0;11,56;2,21;0
20211031:0310;0;0;0;0;11,66;2,41;0
20211031:0410;0;0;0;0;11,19;2,55;0
20211031:0510;0;0;0;0;11,02;2,76;0
20211031:0610;0;0;0;0;11,06;3,17;0
20211031:0710;26,88;0,02688;46,4;6,13;10,92;3,31;0
20211031:0810;170,16;0,17016;211,58;13,61;11,78;3,93;0
20211031:0910;242,89;0,24289;294,2;19,57;12,92;4,69;0
20211031:1010;152,01;0,15201;193,48;23,51;14,07;5,03;0
20211031:1110;298,82;0,29882;361,05;25,01;15,21;5,79;0
20211031:1210;69,79;0,06979;100,03;23,9;16,28;5,93;0
20211031:1310;51,58;0,05158;78,21;20,3;16,61;4,9;0
20211031:1410;34,05;0,03405;56,38;14,61;16,62;4,9;0
20211031:1510;12,36;0,01236;27,28;7,33;16,48;5,1;0
20211031:1610;0;0;0;0;16,55;5,52;0
20211031:1710;0;0;0;0;16,58;6,07;0
20211031:1810;0;0;0;0;16,55;6,41;0
20211031:1910;0;0;0;0;16,19;7,24;0
20211031:2010;0;0;0;0;15,44;6,07;0
20211031:2110;0;0;0;0;14,65;4,62;0
20211031:2210;0;0;0;0;13,74;3,31;0
20211031:2310;0;0;0;0;13;2,55;0
20211101:0010;0;0;0;0;12,26;2,48;0
20211101:0110;0;0;0;0;11,53;2,9;0
20211101:0210;0;0;0;0;11,15;3,1;0
20211101:0310;0;0;0;0;10,75;3,03;0
20211101:0410;0;0;0;0;10,33;3,03;0
20211101:0510;0;0;0;0;9,84;3,31;0
20211101:0610;0;0;0;0;9,52;3,59;0
20211101:0710;156,02;0,15602;198,41;5,86;9,04;4,07;0
20211101:0810;404,95;0,40495;476,07;13,32;9,93;4,28;0
20211101:0910;253,4;0,2534;303,58;19,26;10,91;4,48;0
20211101:1010;422,6;0,4226;498,12;23,19;11,65;4,9;0
20211101:1110;616,86;0,61686;733,1;24,69;12,52;5,24;0
20211101:1210;521,98;0,52198;618,99;23,58;12,88;5,03;0
20211101:1310;442,25;0,44225;524,2;19,99;13;4,9;0
20211101:1410;306,19;0,30619;367,78;14,33;12,86;4,28;0
20211101:1510;139,35;0,13935;182,45;7,06;12,39;3,45;0
